label,name,cluster_annotation_term_set_label,parent_term_label,parent_term_set_label,term_set_order,term_order,cluster_annotation_term_set_name,color_hex_triplet,number_of_cells,description
CS202210140_2129,Splat_400_1635,CCN202210140_SUBC,CS202210140_401,CCN202210140_CLUS,2,1,subcluster,#4BC1BE,130,Splatter (subcluster 1635)
CS202210140_2130,Splat_400_1636,CCN202210140_SUBC,CS202210140_401,CCN202210140_CLUS,2,2,subcluster,#BAC24D,72,Splatter (subcluster 1636)
CS202210140_2131,Splat_400_1637,CCN202210140_SUBC,CS202210140_401,CCN202210140_CLUS,2,3,subcluster,#C9BFD1,143,Splatter (subcluster 1637)
CS202210140_2132,Splat_400_1638,CCN202210140_SUBC,CS202210140_401,CCN202210140_CLUS,2,4,subcluster,#C43F3B,74,Splatter (subcluster 1638)
CS202210140_2133,Splat_392_1639,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,3,subcluster,#877398,42,Splatter (subcluster 1639)
CS202210140_2134,Splat_400_1640,CCN202210140_SUBC,CS202210140_401,CCN202210140_CLUS,2,5,subcluster,#3AA545,21,Splatter (subcluster 1640)
CS202210140_2135,Splat_400_1641,CCN202210140_SUBC,CS202210140_401,CCN202210140_CLUS,2,6,subcluster,#CD4DB8,131,Splatter (subcluster 1641)
CS202210140_2136,Splat_400_1642,CCN202210140_SUBC,CS202210140_401,CCN202210140_CLUS,2,7,subcluster,#4A3FBC,131,Splatter (subcluster 1642)
CS202210140_2137,Splat_350_1643,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,0,subcluster,#D14CDE,250,Splatter (subcluster 1643)
CS202210140_2138,Splat_350_1644,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,1,subcluster,#214C34,308,Splatter (subcluster 1644)
CS202210140_2139,Splat_350_1645,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,2,subcluster,#25E8A3,247,Splatter (subcluster 1645)
CS202210140_2140,Splat_350_1646,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,3,subcluster,#2C2CAF,220,Splatter (subcluster 1646)
CS202210140_2141,Splat_350_1647,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,4,subcluster,#CC4977,223,Splatter (subcluster 1647)
CS202210140_2142,Splat_350_1648,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,5,subcluster,#8DD4C2,240,Splatter (subcluster 1648)
CS202210140_2143,Splat_350_1649,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,6,subcluster,#C81B29,294,Splatter (subcluster 1649)
CS202210140_2144,Splat_350_1650,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,7,subcluster,#9B13AD,279,Splatter (subcluster 1650)
CS202210140_2145,Splat_350_1651,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,8,subcluster,#8167A3,73,Splatter (subcluster 1651)
CS202210140_2146,Splat_350_1652,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,9,subcluster,#319DCE,454,Splatter (subcluster 1652)
CS202210140_2147,Splat_350_1653,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,10,subcluster,#D7B632,250,Splatter (subcluster 1653)
CS202210140_2148,Splat_350_1654,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,11,subcluster,#79CB3F,52,Splatter (subcluster 1654)
CS202210140_2149,Splat_348_1655,CCN202210140_SUBC,CS202210140_349,CCN202210140_CLUS,2,11,subcluster,#8FDA59,56,Splatter (subcluster 1655)
CS202210140_2150,Splat_365_1656,CCN202210140_SUBC,CS202210140_366,CCN202210140_CLUS,2,35,subcluster,#D39AEC,324,Splatter (subcluster 1656)
CS202210140_2151,Splat_347_1657,CCN202210140_SUBC,CS202210140_348,CCN202210140_CLUS,2,14,subcluster,#DE2836,202,Splatter (subcluster 1657)
CS202210140_2152,Splat_350_1658,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,12,subcluster,#7D4A2E,234,Splatter (subcluster 1658)
CS202210140_2153,Splat_350_1659,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,13,subcluster,#D7ADC2,269,Splatter (subcluster 1659)
CS202210140_2154,Splat_350_1660,CCN202210140_SUBC,CS202210140_351,CCN202210140_CLUS,2,14,subcluster,#26A657,93,Splatter (subcluster 1660)
CS202210140_2155,Amex_419_1661,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,0,subcluster,#8734CF,148,Amygdala excitatory (subcluster 1661)
CS202210140_2156,Amex_419_1662,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,1,subcluster,#CA7C4D,226,Amygdala excitatory (subcluster 1662)
CS202210140_2157,Amex_419_1663,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,2,subcluster,#A2CED1,72,Amygdala excitatory (subcluster 1663)
CS202210140_2158,Amex_419_1664,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,3,subcluster,#2AC1BC,243,Amygdala excitatory (subcluster 1664)
CS202210140_2159,Amex_405_1665,CCN202210140_SUBC,CS202210140_406,CCN202210140_CLUS,2,0,subcluster,#8390D4,312,Amygdala excitatory (subcluster 1665)
CS202210140_2160,Amex_405_1666,CCN202210140_SUBC,CS202210140_406,CCN202210140_CLUS,2,1,subcluster,#27B548,374,Amygdala excitatory (subcluster 1666)
CS202210140_2161,Amex_419_1667,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,4,subcluster,#65C384,76,Amygdala excitatory (subcluster 1667)
CS202210140_2162,Amex_419_1668,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,5,subcluster,#B92E27,198,Amygdala excitatory (subcluster 1668)
CS202210140_2163,Amex_419_1669,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,6,subcluster,#D689D7,376,Amygdala excitatory (subcluster 1669)
CS202210140_2164,Amex_419_1670,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,7,subcluster,#20C736,234,Amygdala excitatory (subcluster 1670)
CS202210140_2165,Amex_419_1671,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,8,subcluster,#D6DB51,221,Amygdala excitatory (subcluster 1671)
CS202210140_2166,Amex_419_1672,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,9,subcluster,#C92197,90,Amygdala excitatory (subcluster 1672)
CS202210140_2167,Amex_419_1673,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,10,subcluster,#3655C7,154,Amygdala excitatory (subcluster 1673)
CS202210140_2168,Splat_420_1674,CCN202210140_SUBC,CS202210140_421,CCN202210140_CLUS,2,9,subcluster,#37C7B3,89,Splatter (subcluster 1674)
CS202210140_2169,Amex_419_1675,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,11,subcluster,#7CB42A,56,Amygdala excitatory (subcluster 1675)
CS202210140_2170,Splat_417_1676,CCN202210140_SUBC,CS202210140_418,CCN202210140_CLUS,2,5,subcluster,#4920B8,238,Splatter (subcluster 1676)
CS202210140_2171,Splat_417_1677,CCN202210140_SUBC,CS202210140_418,CCN202210140_CLUS,2,6,subcluster,#72DB9C,484,Splatter (subcluster 1677)
CS202210140_2172,Splat_417_1678,CCN202210140_SUBC,CS202210140_418,CCN202210140_CLUS,2,7,subcluster,#313D2F,492,Splatter (subcluster 1678)
CS202210140_2173,Splat_417_1679,CCN202210140_SUBC,CS202210140_418,CCN202210140_CLUS,2,8,subcluster,#CE2CC2,359,Splatter (subcluster 1679)
CS202210140_2174,Splat_417_1680,CCN202210140_SUBC,CS202210140_418,CCN202210140_CLUS,2,9,subcluster,#1EB4AE,178,Splatter (subcluster 1680)
CS202210140_2175,Splat_417_1681,CCN202210140_SUBC,CS202210140_418,CCN202210140_CLUS,2,10,subcluster,#8ED522,280,Splatter (subcluster 1681)
CS202210140_2176,Splat_417_1682,CCN202210140_SUBC,CS202210140_418,CCN202210140_CLUS,2,11,subcluster,#747D6D,314,Splatter (subcluster 1682)
CS202210140_2177,Splat_417_1683,CCN202210140_SUBC,CS202210140_418,CCN202210140_CLUS,2,12,subcluster,#CFCED6,252,Splatter (subcluster 1683)
CS202210140_2178,Splat_415_1684,CCN202210140_SUBC,CS202210140_416,CCN202210140_CLUS,2,22,subcluster,#28A090,585,Splatter (subcluster 1684)
CS202210140_2179,Splat_415_1685,CCN202210140_SUBC,CS202210140_416,CCN202210140_CLUS,2,23,subcluster,#2C3F72,655,Splatter (subcluster 1685)
CS202210140_2180,Splat_415_1686,CCN202210140_SUBC,CS202210140_416,CCN202210140_CLUS,2,24,subcluster,#25C2E0,1549,Splatter (subcluster 1686)
CS202210140_2181,Splat_423_1687,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,3,subcluster,#1559BF,173,Splatter (subcluster 1687)
CS202210140_2182,Splat_423_1688,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,4,subcluster,#D7E05B,210,Splatter (subcluster 1688)
CS202210140_2183,Splat_391_1689,CCN202210140_SUBC,CS202210140_392,CCN202210140_CLUS,2,4,subcluster,#533E35,49,Splatter (subcluster 1689)
CS202210140_2184,Splat_391_1690,CCN202210140_SUBC,CS202210140_392,CCN202210140_CLUS,2,5,subcluster,#C19537,123,Splatter (subcluster 1690)
CS202210140_2185,Splat_390_1691,CCN202210140_SUBC,CS202210140_391,CCN202210140_CLUS,2,13,subcluster,#3441C1,334,Splatter (subcluster 1691)
CS202210140_2186,Splat_393_1692,CCN202210140_SUBC,CS202210140_394,CCN202210140_CLUS,2,10,subcluster,#274447,182,Splatter (subcluster 1692)
CS202210140_2187,Splat_393_1693,CCN202210140_SUBC,CS202210140_394,CCN202210140_CLUS,2,11,subcluster,#7DC069,267,Splatter (subcluster 1693)
CS202210140_2188,Splat_393_1694,CCN202210140_SUBC,CS202210140_394,CCN202210140_CLUS,2,12,subcluster,#744324,129,Splatter (subcluster 1694)
CS202210140_2189,Splat_424_1695,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,2,subcluster,#41301D,245,Splatter (subcluster 1695)
CS202210140_2190,Splat_392_1696,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,4,subcluster,#401D5B,75,Splatter (subcluster 1696)
CS202210140_2191,Splat_392_1697,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,5,subcluster,#C8D9D2,311,Splatter (subcluster 1697)
CS202210140_2192,Splat_392_1698,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,6,subcluster,#3CCC25,216,Splatter (subcluster 1698)
CS202210140_2193,Splat_392_1699,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,7,subcluster,#AF1F2F,198,Splatter (subcluster 1699)
CS202210140_2194,Splat_392_1700,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,8,subcluster,#277588,111,Splatter (subcluster 1700)
CS202210140_2195,Splat_392_1701,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,9,subcluster,#4F39D9,171,Splatter (subcluster 1701)
CS202210140_2196,Splat_392_1702,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,10,subcluster,#2AC9C2,95,Splatter (subcluster 1702)
CS202210140_2197,Splat_392_1703,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,11,subcluster,#D820BA,119,Splatter (subcluster 1703)
CS202210140_2198,Splat_392_1704,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,12,subcluster,#DD6554,205,Splatter (subcluster 1704)
CS202210140_2199,Splat_392_1705,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,13,subcluster,#DE91C0,210,Splatter (subcluster 1705)
CS202210140_2200,Splat_392_1706,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,14,subcluster,#2C5826,143,Splatter (subcluster 1706)
CS202210140_2201,Splat_392_1707,CCN202210140_SUBC,CS202210140_393,CCN202210140_CLUS,2,15,subcluster,#D2D341,215,Splatter (subcluster 1707)
CS202210140_2202,MSN_427_1708,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,0,subcluster,#ADCAE3,288,Medium spiny neuron (subcluster 1708)
CS202210140_2203,MSN_427_1709,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,1,subcluster,#BC29B2,138,Medium spiny neuron (subcluster 1709)
CS202210140_2204,MSN_427_1710,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,2,subcluster,#74D82D,131,Medium spiny neuron (subcluster 1710)
CS202210140_2205,MSN_427_1711,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,3,subcluster,#803941,247,Medium spiny neuron (subcluster 1711)
CS202210140_2206,MSN_427_1712,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,4,subcluster,#222E3E,146,Medium spiny neuron (subcluster 1712)
CS202210140_2207,MSN_427_1713,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,5,subcluster,#3330C3,233,Medium spiny neuron (subcluster 1713)
CS202210140_2208,MSN_427_1714,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,6,subcluster,#3BB2E1,435,Medium spiny neuron (subcluster 1714)
CS202210140_2209,Splat_422_1715,CCN202210140_SUBC,CS202210140_423,CCN202210140_CLUS,2,13,subcluster,#241658,91,Splatter (subcluster 1715)
CS202210140_2210,Splat_421_1716,CCN202210140_SUBC,CS202210140_422,CCN202210140_CLUS,2,8,subcluster,#21BD98,44,Splatter (subcluster 1716)
CS202210140_2211,Splat_421_1717,CCN202210140_SUBC,CS202210140_422,CCN202210140_CLUS,2,9,subcluster,#90AF18,79,Splatter (subcluster 1717)
CS202210140_2212,MSN_427_1718,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,7,subcluster,#2DC49C,284,Medium spiny neuron (subcluster 1718)
CS202210140_2213,MSN_427_1719,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,8,subcluster,#95C38E,191,Medium spiny neuron (subcluster 1719)
CS202210140_2214,MSN_427_1720,CCN202210140_SUBC,CS202210140_428,CCN202210140_CLUS,2,9,subcluster,#CE7BBA,143,Medium spiny neuron (subcluster 1720)
CS202210140_2215,EMSN_426_1721,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,0,subcluster,#C44041,44,Eccentric medium spiny neuron (subcluster 1721)
CS202210140_2216,EMSN_426_1722,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,1,subcluster,#27BF34,35,Eccentric medium spiny neuron (subcluster 1722)
CS202210140_2217,MSN_217_1723,CCN202210140_SUBC,CS202210140_218,CCN202210140_CLUS,2,0,subcluster,#DAB947,274,Medium spiny neuron (subcluster 1723)
CS202210140_2218,EMSN_426_1724,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,2,subcluster,#4129B9,160,Eccentric medium spiny neuron (subcluster 1724)
CS202210140_2219,EMSN_426_1725,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,3,subcluster,#28C7C3,102,Eccentric medium spiny neuron (subcluster 1725)
CS202210140_2220,EMSN_426_1726,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,4,subcluster,#D0C229,127,Eccentric medium spiny neuron (subcluster 1726)
CS202210140_2221,EMSN_426_1727,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,5,subcluster,#C62DB6,111,Eccentric medium spiny neuron (subcluster 1727)
CS202210140_2222,MSN_217_1728,CCN202210140_SUBC,CS202210140_218,CCN202210140_CLUS,2,1,subcluster,#6D2FC2,169,Medium spiny neuron (subcluster 1728)
CS202210140_2223,Splat_428_1729,CCN202210140_SUBC,CS202210140_429,CCN202210140_CLUS,2,3,subcluster,#8CC696,148,Splatter (subcluster 1729)
CS202210140_2224,Splat_428_1730,CCN202210140_SUBC,CS202210140_429,CCN202210140_CLUS,2,4,subcluster,#3ABFDF,221,Splatter (subcluster 1730)
CS202210140_2225,EMSN_426_1731,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,6,subcluster,#D7C382,98,Eccentric medium spiny neuron (subcluster 1731)
CS202210140_2226,Splat_403_1732,CCN202210140_SUBC,CS202210140_404,CCN202210140_CLUS,2,0,subcluster,#D6BAD1,103,Splatter (subcluster 1732)
CS202210140_2227,EMSN_426_1733,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,7,subcluster,#3A3B29,126,Eccentric medium spiny neuron (subcluster 1733)
CS202210140_2228,EMSN_426_1734,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,8,subcluster,#76E28A,275,Eccentric medium spiny neuron (subcluster 1734)
CS202210140_2229,EMSN_426_1735,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,9,subcluster,#799045,109,Eccentric medium spiny neuron (subcluster 1735)
CS202210140_2230,EMSN_426_1736,CCN202210140_SUBC,CS202210140_427,CCN202210140_CLUS,2,10,subcluster,#4A75B7,118,Eccentric medium spiny neuron (subcluster 1736)
CS202210140_2231,Splat_423_1737,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,5,subcluster,#C92972,63,Splatter (subcluster 1737)
CS202210140_2232,Amex_407_1738,CCN202210140_SUBC,CS202210140_408,CCN202210140_CLUS,2,8,subcluster,#C972BE,120,Amygdala excitatory (subcluster 1738)
CS202210140_2233,Amex_407_1739,CCN202210140_SUBC,CS202210140_408,CCN202210140_CLUS,2,9,subcluster,#87DA6D,177,Amygdala excitatory (subcluster 1739)
CS202210140_2234,Amex_407_1740,CCN202210140_SUBC,CS202210140_408,CCN202210140_CLUS,2,10,subcluster,#531AC6,295,Amygdala excitatory (subcluster 1740)
CS202210140_2235,Amex_407_1741,CCN202210140_SUBC,CS202210140_408,CCN202210140_CLUS,2,11,subcluster,#878248,218,Amygdala excitatory (subcluster 1741)
CS202210140_2236,Amex_407_1742,CCN202210140_SUBC,CS202210140_408,CCN202210140_CLUS,2,12,subcluster,#D0CC26,100,Amygdala excitatory (subcluster 1742)
CS202210140_2237,Splat_425_1743,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,1,subcluster,#4878C6,486,Splatter (subcluster 1743)
CS202210140_2238,Splat_425_1744,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,2,subcluster,#2A1CCF,174,Splatter (subcluster 1744)
CS202210140_2239,Splat_425_1745,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,3,subcluster,#D52F6C,250,Splatter (subcluster 1745)
CS202210140_2240,Splat_425_1746,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,4,subcluster,#892CC1,224,Splatter (subcluster 1746)
CS202210140_2241,Splat_425_1747,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,5,subcluster,#E18D85,147,Splatter (subcluster 1747)
CS202210140_2242,Splat_423_1748,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,6,subcluster,#BF2B24,224,Splatter (subcluster 1748)
CS202210140_2243,Splat_424_1749,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,3,subcluster,#24C081,152,Splatter (subcluster 1749)
CS202210140_2244,Splat_424_1750,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,4,subcluster,#DDA275,151,Splatter (subcluster 1750)
CS202210140_2245,Splat_424_1751,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,5,subcluster,#B5D7DA,123,Splatter (subcluster 1751)
CS202210140_2246,Splat_424_1752,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,6,subcluster,#20517A,145,Splatter (subcluster 1752)
CS202210140_2247,Splat_425_1753,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,6,subcluster,#234256,292,Splatter (subcluster 1753)
CS202210140_2248,Splat_425_1754,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,7,subcluster,#B5DDBB,249,Splatter (subcluster 1754)
CS202210140_2249,Splat_425_1755,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,8,subcluster,#E12CCE,207,Splatter (subcluster 1755)
CS202210140_2250,Splat_425_1756,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,9,subcluster,#34CD8A,179,Splatter (subcluster 1756)
CS202210140_2251,Splat_424_1757,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,7,subcluster,#8B3E73,78,Splatter (subcluster 1757)
CS202210140_2252,Splat_424_1758,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,8,subcluster,#B7E32B,85,Splatter (subcluster 1758)
CS202210140_2253,Splat_424_1759,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,9,subcluster,#4724C5,151,Splatter (subcluster 1759)
CS202210140_2254,Splat_424_1760,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,10,subcluster,#39B428,179,Splatter (subcluster 1760)
CS202210140_2255,Splat_425_1761,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,10,subcluster,#7F1F3F,256,Splatter (subcluster 1761)
CS202210140_2256,Splat_425_1762,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,11,subcluster,#32C638,299,Splatter (subcluster 1762)
CS202210140_2257,Splat_425_1763,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,12,subcluster,#CBD22F,265,Splatter (subcluster 1763)
CS202210140_2258,Splat_425_1764,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,13,subcluster,#C54221,308,Splatter (subcluster 1764)
CS202210140_2259,Splat_424_1765,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,11,subcluster,#878CC8,144,Splatter (subcluster 1765)
CS202210140_2260,Splat_424_1766,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,12,subcluster,#CF272B,177,Splatter (subcluster 1766)
CS202210140_2261,Splat_424_1767,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,13,subcluster,#8DD278,246,Splatter (subcluster 1767)
CS202210140_2262,Splat_424_1768,CCN202210140_SUBC,CS202210140_425,CCN202210140_CLUS,2,14,subcluster,#C4821E,112,Splatter (subcluster 1768)
CS202210140_2263,Splat_423_1769,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,7,subcluster,#163547,184,Splatter (subcluster 1769)
CS202210140_2264,Splat_423_1770,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,8,subcluster,#558D7D,166,Splatter (subcluster 1770)
CS202210140_2265,Splat_423_1771,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,9,subcluster,#C03AD4,269,Splatter (subcluster 1771)
CS202210140_2266,Splat_423_1772,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,10,subcluster,#7290D4,241,Splatter (subcluster 1772)
CS202210140_2267,Splat_423_1773,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,11,subcluster,#40E62E,102,Splatter (subcluster 1773)
CS202210140_2268,Splat_425_1774,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,14,subcluster,#6E9324,317,Splatter (subcluster 1774)
CS202210140_2269,Splat_425_1775,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,15,subcluster,#D180D8,165,Splatter (subcluster 1775)
CS202210140_2270,Splat_425_1776,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,16,subcluster,#8D7E81,296,Splatter (subcluster 1776)
CS202210140_2271,Splat_423_1777,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,12,subcluster,#5020B1,66,Splatter (subcluster 1777)
CS202210140_2272,Splat_423_1778,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,13,subcluster,#33D2C0,246,Splatter (subcluster 1778)
CS202210140_2273,Splat_423_1779,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,14,subcluster,#CFCCCE,255,Splatter (subcluster 1779)
CS202210140_2274,Splat_423_1780,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,15,subcluster,#9ADA45,191,Splatter (subcluster 1780)
CS202210140_2275,Splat_423_1781,CCN202210140_SUBC,CS202210140_424,CCN202210140_CLUS,2,16,subcluster,#703338,83,Splatter (subcluster 1781)
CS202210140_2276,Splat_421_1782,CCN202210140_SUBC,CS202210140_422,CCN202210140_CLUS,2,10,subcluster,#E0BE4C,51,Splatter (subcluster 1782)
CS202210140_2277,Splat_421_1783,CCN202210140_SUBC,CS202210140_422,CCN202210140_CLUS,2,11,subcluster,#2E78D1,103,Splatter (subcluster 1783)
CS202210140_2278,Splat_421_1784,CCN202210140_SUBC,CS202210140_422,CCN202210140_CLUS,2,12,subcluster,#724F6F,126,Splatter (subcluster 1784)
CS202210140_2279,Splat_421_1785,CCN202210140_SUBC,CS202210140_422,CCN202210140_CLUS,2,13,subcluster,#9F31D0,136,Splatter (subcluster 1785)
CS202210140_2280,Splat_418_1786,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,0,subcluster,#DAC02F,204,Splatter (subcluster 1786)
CS202210140_2281,Splat_418_1787,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,1,subcluster,#2CA592,428,Splatter (subcluster 1787)
CS202210140_2282,Splat_418_1788,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,2,subcluster,#668FE0,219,Splatter (subcluster 1788)
CS202210140_2283,Splat_418_1789,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,3,subcluster,#44DFDA,284,Splatter (subcluster 1789)
CS202210140_2284,Splat_418_1790,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,4,subcluster,#5DDC40,468,Splatter (subcluster 1790)
CS202210140_2285,Splat_418_1791,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,5,subcluster,#249529,407,Splatter (subcluster 1791)
CS202210140_2286,Splat_418_1792,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,6,subcluster,#CB2C6A,431,Splatter (subcluster 1792)
CS202210140_2287,Splat_418_1793,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,7,subcluster,#3E39C5,274,Splatter (subcluster 1793)
CS202210140_2288,Splat_418_1794,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,8,subcluster,#AB35C0,718,Splatter (subcluster 1794)
CS202210140_2289,Splat_418_1795,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,9,subcluster,#D992B7,539,Splatter (subcluster 1795)
CS202210140_2290,Splat_418_1796,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,10,subcluster,#CD401E,542,Splatter (subcluster 1796)
CS202210140_2291,Splat_418_1797,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,11,subcluster,#C3E5A9,451,Splatter (subcluster 1797)
CS202210140_2292,Splat_418_1798,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,12,subcluster,#462C45,290,Splatter (subcluster 1798)
CS202210140_2293,Splat_418_1799,CCN202210140_SUBC,CS202210140_419,CCN202210140_CLUS,2,13,subcluster,#927D43,135,Splatter (subcluster 1799)
CS202210140_2294,Splat_428_1800,CCN202210140_SUBC,CS202210140_429,CCN202210140_CLUS,2,5,subcluster,#4C26C5,371,Splatter (subcluster 1800)
CS202210140_2295,Splat_428_1801,CCN202210140_SUBC,CS202210140_429,CCN202210140_CLUS,2,6,subcluster,#BB4CE3,136,Splatter (subcluster 1801)
