labelset,cell_label,cell_set_accession,parent_cell_set_accession,Cluster ID,Supercluster,Class auto-annotation,Neurotransmitter auto-annotation,Neuropeptide auto-annotation,Subtype auto-annotation,Transferred MTG Label,Top three regions,Top three dissections,Top Enriched Genes,Number of cells,DoubletFinder score,Total UMI,Fraction unspliced,Fraction mitochondrial,H19.30.002,H19.30.001,H18.30.002,H18.30.001,Fraction cells from top donor,Number of donors
subcluster,Thex_459_44,CS202210140_538,CS202210140_460,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_459_45,CS202210140_539,CS202210140_460,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_453_46,CS202210140_540,CS202210140_454,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_459_47,CS202210140_541,CS202210140_460,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_455_48,CS202210140_542,CS202210140_456,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_455_49,CS202210140_543,CS202210140_456,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_455_50,CS202210140_544,CS202210140_456,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_455_51,CS202210140_545,CS202210140_456,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_455_52,CS202210140_546,CS202210140_456,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_455_53,CS202210140_547,CS202210140_456,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_455_54,CS202210140_548,CS202210140_456,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_460_55,CS202210140_549,CS202210140_461,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_460_56,CS202210140_550,CS202210140_461,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_457_57,CS202210140_551,CS202210140_458,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_457_58,CS202210140_552,CS202210140_458,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_457_59,CS202210140_553,CS202210140_458,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_457_60,CS202210140_554,CS202210140_458,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_457_61,CS202210140_555,CS202210140_458,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_449_62,CS202210140_556,CS202210140_450,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_449_63,CS202210140_557,CS202210140_450,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_64,CS202210140_558,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_65,CS202210140_559,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_453_66,CS202210140_560,CS202210140_454,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_67,CS202210140_561,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_68,CS202210140_562,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_69,CS202210140_563,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_70,CS202210140_564,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_71,CS202210140_565,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_72,CS202210140_566,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_73,CS202210140_567,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_74,CS202210140_568,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_75,CS202210140_569,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_456_76,CS202210140_570,CS202210140_457,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_77,CS202210140_571,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_453_78,CS202210140_572,CS202210140_454,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_453_79,CS202210140_573,CS202210140_454,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_454_80,CS202210140_574,CS202210140_455,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_454_81,CS202210140_575,CS202210140_455,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_454_82,CS202210140_576,CS202210140_455,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_450_83,CS202210140_577,CS202210140_451,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_450_84,CS202210140_578,CS202210140_451,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_451_85,CS202210140_579,CS202210140_452,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_451_86,CS202210140_580,CS202210140_452,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_451_87,CS202210140_581,CS202210140_452,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_451_88,CS202210140_582,CS202210140_452,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_451_89,CS202210140_583,CS202210140_452,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_451_90,CS202210140_584,CS202210140_452,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_91,CS202210140_585,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_458_92,CS202210140_586,CS202210140_459,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_453_93,CS202210140_587,CS202210140_454,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_453_94,CS202210140_588,CS202210140_454,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_449_95,CS202210140_589,CS202210140_450,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_453_96,CS202210140_590,CS202210140_454,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_453_97,CS202210140_591,CS202210140_454,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_447_98,CS202210140_592,CS202210140_448,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_454_99,CS202210140_593,CS202210140_455,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_454_100,CS202210140_594,CS202210140_455,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_450_101,CS202210140_595,CS202210140_451,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_450_102,CS202210140_596,CS202210140_451,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_450_103,CS202210140_597,CS202210140_451,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_450_104,CS202210140_598,CS202210140_451,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_449_105,CS202210140_599,CS202210140_450,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_449_106,CS202210140_600,CS202210140_450,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_452_107,CS202210140_601,CS202210140_453,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_452_108,CS202210140_602,CS202210140_453,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_452_109,CS202210140_603,CS202210140_453,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_110,CS202210140_604,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_111,CS202210140_605,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_112,CS202210140_606,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_113,CS202210140_607,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_114,CS202210140_608,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_115,CS202210140_609,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_448_116,CS202210140_610,CS202210140_449,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_447_117,CS202210140_611,CS202210140_448,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_447_118,CS202210140_612,CS202210140_448,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_447_119,CS202210140_613,CS202210140_448,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_447_120,CS202210140_614,CS202210140_448,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_447_121,CS202210140_615,CS202210140_448,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_445_122,CS202210140_616,CS202210140_446,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_446_123,CS202210140_617,CS202210140_447,,,,,,,,,,,,,,,,,,,,,
subcluster,Thex_446_124,CS202210140_618,CS202210140_447,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_302_125,CS202210140_619,CS202210140_303,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_298_126,CS202210140_620,CS202210140_299,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_298_127,CS202210140_621,CS202210140_299,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_298_128,CS202210140_622,CS202210140_299,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_301_129,CS202210140_623,CS202210140_302,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_299_130,CS202210140_624,CS202210140_300,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_299_131,CS202210140_625,CS202210140_300,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_299_132,CS202210140_626,CS202210140_300,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_299_133,CS202210140_627,CS202210140_300,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_299_134,CS202210140_628,CS202210140_300,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_299_135,CS202210140_629,CS202210140_300,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_300_136,CS202210140_630,CS202210140_301,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_300_137,CS202210140_631,CS202210140_301,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_300_138,CS202210140_632,CS202210140_301,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_300_139,CS202210140_633,CS202210140_301,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_300_140,CS202210140_634,CS202210140_301,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_300_141,CS202210140_635,CS202210140_301,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_300_142,CS202210140_636,CS202210140_301,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_300_143,CS202210140_637,CS202210140_301,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_303_144,CS202210140_638,CS202210140_304,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_303_145,CS202210140_639,CS202210140_304,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_303_146,CS202210140_640,CS202210140_304,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_303_147,CS202210140_641,CS202210140_304,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_303_148,CS202210140_642,CS202210140_304,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_304_149,CS202210140_643,CS202210140_305,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_304_150,CS202210140_644,CS202210140_305,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_304_151,CS202210140_645,CS202210140_305,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_304_152,CS202210140_646,CS202210140_305,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_306_153,CS202210140_647,CS202210140_307,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_306_154,CS202210140_648,CS202210140_307,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_305_155,CS202210140_649,CS202210140_306,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_305_156,CS202210140_650,CS202210140_306,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_307_157,CS202210140_651,CS202210140_308,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_307_158,CS202210140_652,CS202210140_308,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_307_159,CS202210140_653,CS202210140_308,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_307_160,CS202210140_654,CS202210140_308,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_301_161,CS202210140_655,CS202210140_302,,,,,,,,,,,,,,,,,,,,,
subcluster,CBI_301_162,CS202210140_656,CS202210140_302,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_409_163,CS202210140_657,CS202210140_410,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_409_164,CS202210140_658,CS202210140_410,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_409_165,CS202210140_659,CS202210140_410,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_409_166,CS202210140_660,CS202210140_410,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_409_167,CS202210140_661,CS202210140_410,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_168,CS202210140_662,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_169,CS202210140_663,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_170,CS202210140_664,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_171,CS202210140_665,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_172,CS202210140_666,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_173,CS202210140_667,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_174,CS202210140_668,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_175,CS202210140_669,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_176,CS202210140_670,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_237_177,CS202210140_671,CS202210140_238,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_238_178,CS202210140_672,CS202210140_239,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_237_179,CS202210140_673,CS202210140_238,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_237_180,CS202210140_674,CS202210140_238,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_237_181,CS202210140_675,CS202210140_238,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_237_182,CS202210140_676,CS202210140_238,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_237_183,CS202210140_677,CS202210140_238,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_237_184,CS202210140_678,CS202210140_238,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_237_185,CS202210140_679,CS202210140_238,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_425_186,CS202210140_680,CS202210140_426,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_245_187,CS202210140_681,CS202210140_246,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_245_188,CS202210140_682,CS202210140_246,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_245_189,CS202210140_683,CS202210140_246,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_245_190,CS202210140_684,CS202210140_246,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_191,CS202210140_685,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_192,CS202210140_686,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_193,CS202210140_687,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_194,CS202210140_688,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_195,CS202210140_689,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_196,CS202210140_690,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_197,CS202210140_691,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_198,CS202210140_692,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_199,CS202210140_693,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_200,CS202210140_694,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_201,CS202210140_695,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_202,CS202210140_696,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_203,CS202210140_697,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_204,CS202210140_698,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_205,CS202210140_699,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_206,CS202210140_700,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_207,CS202210140_701,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_208,CS202210140_702,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_209,CS202210140_703,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_253_210,CS202210140_704,CS202210140_254,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_253_211,CS202210140_705,CS202210140_254,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_253_212,CS202210140_706,CS202210140_254,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_253_213,CS202210140_707,CS202210140_254,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_253_214,CS202210140_708,CS202210140_254,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_215,CS202210140_709,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_253_216,CS202210140_710,CS202210140_254,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_253_217,CS202210140_711,CS202210140_254,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_218,CS202210140_712,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_253_219,CS202210140_713,CS202210140_254,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_254_220,CS202210140_714,CS202210140_255,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_221,CS202210140_715,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_222,CS202210140_716,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_223,CS202210140_717,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_224,CS202210140_718,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_225,CS202210140_719,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_226,CS202210140_720,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_227,CS202210140_721,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_228,CS202210140_722,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_229,CS202210140_723,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_230,CS202210140_724,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_231,CS202210140_725,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_232,CS202210140_726,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_233,CS202210140_727,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_234,CS202210140_728,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_235,CS202210140_729,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_236,CS202210140_730,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_237,CS202210140_731,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_238,CS202210140_732,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_246_239,CS202210140_733,CS202210140_247,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_247_240,CS202210140_734,CS202210140_248,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_247_241,CS202210140_735,CS202210140_248,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_247_242,CS202210140_736,CS202210140_248,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_247_243,CS202210140_737,CS202210140_248,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_247_244,CS202210140_738,CS202210140_248,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_247_245,CS202210140_739,CS202210140_248,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_247_246,CS202210140_740,CS202210140_248,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_247,CS202210140_741,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_248,CS202210140_742,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_249,CS202210140_743,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_250,CS202210140_744,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_251,CS202210140_745,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_252,CS202210140_746,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_253,CS202210140_747,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_254,CS202210140_748,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_255,CS202210140_749,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_256,CS202210140_750,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_252_257,CS202210140_751,CS202210140_253,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_258,CS202210140_752,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_259,CS202210140_753,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_260,CS202210140_754,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_261,CS202210140_755,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_262,CS202210140_756,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_263,CS202210140_757,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_264,CS202210140_758,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_265,CS202210140_759,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_266,CS202210140_760,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_249_267,CS202210140_761,CS202210140_250,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_268,CS202210140_762,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_269,CS202210140_763,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_270,CS202210140_764,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_271,CS202210140_765,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_272,CS202210140_766,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_273,CS202210140_767,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_274,CS202210140_768,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_275,CS202210140_769,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_276,CS202210140_770,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_251_277,CS202210140_771,CS202210140_252,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_251_278,CS202210140_772,CS202210140_252,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_251_279,CS202210140_773,CS202210140_252,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_251_280,CS202210140_774,CS202210140_252,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_251_281,CS202210140_775,CS202210140_252,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_251_282,CS202210140_776,CS202210140_252,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_250_283,CS202210140_777,CS202210140_251,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_251_284,CS202210140_778,CS202210140_252,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_248_285,CS202210140_779,CS202210140_249,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_244_286,CS202210140_780,CS202210140_245,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_244_287,CS202210140_781,CS202210140_245,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_244_288,CS202210140_782,CS202210140_245,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_244_289,CS202210140_783,CS202210140_245,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_244_290,CS202210140_784,CS202210140_245,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_244_291,CS202210140_785,CS202210140_245,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_244_292,CS202210140_786,CS202210140_245,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_235_293,CS202210140_787,CS202210140_236,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_245_294,CS202210140_788,CS202210140_246,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_245_295,CS202210140_789,CS202210140_246,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_245_296,CS202210140_790,CS202210140_246,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_245_297,CS202210140_791,CS202210140_246,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_245_298,CS202210140_792,CS202210140_246,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_242_299,CS202210140_793,CS202210140_243,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_243_300,CS202210140_794,CS202210140_244,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_243_301,CS202210140_795,CS202210140_244,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_243_302,CS202210140_796,CS202210140_244,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_243_303,CS202210140_797,CS202210140_244,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_243_304,CS202210140_798,CS202210140_244,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_243_305,CS202210140_799,CS202210140_244,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_243_306,CS202210140_800,CS202210140_244,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_243_307,CS202210140_801,CS202210140_244,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_242_308,CS202210140_802,CS202210140_243,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_242_309,CS202210140_803,CS202210140_243,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_242_310,CS202210140_804,CS202210140_243,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_242_311,CS202210140_805,CS202210140_243,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_242_312,CS202210140_806,CS202210140_243,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_242_313,CS202210140_807,CS202210140_243,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_242_314,CS202210140_808,CS202210140_243,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_241_315,CS202210140_809,CS202210140_242,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_241_316,CS202210140_810,CS202210140_242,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_241_317,CS202210140_811,CS202210140_242,,,,,,,,,,,,,,,,,,,,,
subcluster,MGE_242_318,CS202210140_812,CS202210140_243,,,,,,,,,,,,,,,,,,,,,
